Year,Month,CO2,Temp,CO2_emissions,time_index,CO2_growth,CO2_ma12,Temp_ma12,CO2_lag1,CO2_lag12,Temp_lag1,Month_sin,Month_cos
2003,7,376.88,0.58,27652.691,544,-0.004174813718754944,374.97166666666664,0.5708333333333333,378.46,374.16,0.47,-0.4999999999999997,-0.8660254037844388
2003,8,374.57,0.64,27652.691,545,-0.0061292719167904686,375.18333333333334,0.58,376.88,372.03,0.58,-0.8660254037844384,-0.5000000000000004
2003,9,373.34,0.62,27652.691,546,-0.0032837653843074133,375.385,0.5791666666666667,374.57,370.92,0.64,-1.0,-1.8369701987210297e-16
2003,10,373.31,0.72,27652.691,547,-8.035570793374358e-05,375.59999999999997,0.5941666666666666,373.34,370.73,0.62,-0.8660254037844386,0.5000000000000001
2003,11,374.84,0.52,27652.691,548,0.004098470440116797,375.8008333333333,0.5883333333333334,373.31,372.43,0.72,-0.5000000000000004,0.8660254037844384
2003,12,376.17,0.74,27652.691,549,0.003548180557037872,375.9833333333333,0.6133333333333333,374.84,373.98,0.52,-2.4492935982947064e-16,1.0
2004,1,377.17,0.57,28610.023,550,0.0026583725443283246,376.1583333333333,0.5991666666666666,376.17,375.07,0.74,0.49999999999999994,0.8660254037844387
2004,2,378.05,0.72,28610.023,551,0.0023331654161253823,376.3441666666667,0.6108333333333332,377.17,375.82,0.57,0.8660254037844386,0.5000000000000001
2004,3,379.06,0.63,28610.023,552,0.0026716042851473443,376.54583333333335,0.6133333333333333,378.05,376.64,0.72,1.0,6.123233995736766e-17
2004,4,380.54,0.6,28610.023,553,0.003904395082572787,376.76416666666665,0.6175,379.06,377.92,0.63,0.8660254037844387,-0.4999999999999998
2004,5,380.8,0.36,28610.023,554,0.0006832396068743307,376.93250000000006,0.5974999999999999,380.54,378.78,0.6,0.49999999999999994,-0.8660254037844387
2004,6,379.87,0.43,28610.023,555,-0.0024422268907563494,377.05,0.5941666666666666,380.8,378.46,0.36,1.2246467991473532e-16,-1.0
2004,7,377.65,0.25,28610.023,556,-0.00584410456208706,377.1141666666667,0.5666666666666667,379.87,376.88,0.43,-0.4999999999999997,-0.8660254037844388
2004,8,376.17,0.44,28610.023,557,-0.003918972593671244,377.2475,0.5499999999999999,377.65,374.57,0.25,-0.8660254037844384,-0.5000000000000004
2004,9,374.43,0.5,28610.023,558,-0.004625568227131338,377.33833333333337,0.5399999999999999,376.17,373.34,0.44,-1.0,-1.8369701987210297e-16
2004,10,374.63,0.6,28610.023,559,0.0005341452340890118,377.4483333333333,0.5299999999999999,374.43,373.31,0.5,-0.8660254037844386,0.5000000000000001
2004,11,376.33,0.72,28610.023,560,0.0045378106398312745,377.57250000000005,0.5466666666666666,374.63,374.84,0.6,-0.5000000000000004,0.8660254037844384
